distance,forecast_temp,obs_temp,lat,lon,date,diff,color,scalecolor
2376.487093,4.20880003,4.994,42.00013972,-70.4510164,2024-04-11T11:51:13Z,-0.78519997,red,#FFCDCD
2989.357298,4.20880003,4.955,42.00013972,-70.4510164,2024-04-11T13:08:06Z,-0.74619997,red,#FFD4D4
3784.03818,4.48846353,4.819,42.38907169,-70.31694762,2024-04-11T12:22:14Z,-0.33053647,red,#FFFFFF
4217.350352,4.48846353,4.821,42.38907169,-70.31694762,2024-04-11T12:54:06Z,-0.33253647,red,#FFFFFF
2087.41675,4.204540132,4.958,42.00013972,-70.4510164,2024-04-11T13:48:24Z,-0.753459868,red,#FFD3D3
2629.604401,5.59044131,6.104,40.1012425,-72.61574324,2024-04-09T10:20:17Z,-0.51355869,red,#FFFDFD
1864.689894,5.59044131,6.111,40.1012425,-72.61574324,2024-04-09T10:44:44Z,-0.52055869,red,#FFFBFB
3526.651945,5.642683436,6.097,40.15048732,-72.66677536,2024-04-09T11:20:26Z,-0.454316564,red,#FFFFFF
3381.331458,5.642683436,6.097,40.15048732,-72.66677536,2024-04-09T11:47:42Z,-0.454316564,red,#FFFFFF
3387.301367,5.641293361,6.101,40.15048732,-72.66677536,2024-04-09T12:18:39Z,-0.459706639,red,#FFFFFF
3679.449453,5.641293361,6.1,40.15048732,-72.66677536,2024-04-09T12:43:36Z,-0.458706639,red,#FFFFFF
3428.100514,5.641841374,6.073,40.15048732,-72.66677536,2024-04-09T13:07:37Z,-0.431158626,red,#FFFFFF
4276.381313,5.643834154,6.056,40.15048732,-72.66677536,2024-04-09T14:06:38Z,-0.412165846,red,#FFFFFF
3961.915328,5.695094656,6.052,40.11133011,-72.73133168,2024-04-09T14:50:21Z,-0.356905344,red,#FFFFFF
4646.349699,5.697167441,6.051,40.11133011,-72.73133168,2024-04-09T15:28:33Z,-0.353832559,red,#FFFFFF
3409.763083,5.598303563,6.069,40.1012425,-72.61574324,2024-04-09T15:58:26Z,-0.470696437,red,#FFFFFF
3476.095222,5.649209597,6.07,40.15048732,-72.66677536,2024-04-09T16:33:24Z,-0.420790403,red,#FFFFFF
3478.345821,5.608736978,6.054,40.1012425,-72.61574324,2024-04-09T16:58:20Z,-0.445263022,red,#FFFFFF
4015.948761,5.608736978,6.093,40.1012425,-72.61574324,2024-04-09T17:33:40Z,-0.484263022,red,#FFFFFF
4213.795601,5.700548199,6.073,40.11133011,-72.73133168,2024-04-09T18:20:31Z,-0.372451801,red,#FFFFFF
3043.302629,5.700548199,6.142,40.11133011,-72.73133168,2024-04-09T18:45:08Z,-0.441451801,red,#FFFFFF
2394.487162,4.204540132,4.976,42.00013972,-70.4510164,2024-04-11T14:44:46Z,-0.771459868,red,#FFCFCF
1905.422369,4.202542747,4.975,42.00013972,-70.4510164,2024-04-11T15:35:25Z,-0.772457253,red,#FFCFCF
3246.903395,4.201355555,4.951,42.00013972,-70.4510164,2024-04-11T16:35:47Z,-0.749644445,red,#FFD3D3
2481.130764,4.201493081,4.948,42.00013972,-70.4510164,2024-04-11T17:28:54Z,-0.746506919,red,#FFD4D4
2256.918415,4.203173959,4.952,42.00013972,-70.4510164,2024-04-11T18:16:04Z,-0.748826041,red,#FFD4D4
2242.260551,4.203173959,4.957,42.00013972,-70.4510164,2024-04-11T19:04:25Z,-0.753826041,red,#FFD2D3
3195.744212,6.858908667,7.07,39.58982526,-73.44960755,2024-04-10T02:40:32Z,-0.211091333,red,#FFFFFF
3680.064584,6.86392443,7.071,39.58982526,-73.44960755,2024-04-10T03:10:01Z,-0.20707557,red,#FFFFFF
3767.756442,6.815334526,7.083,39.67834359,-73.43707218,2024-04-10T03:35:10Z,-0.267665474,red,#FFFFFF
3525.760477,6.819992097,7.083,39.67834359,-73.43707218,2024-04-10T04:11:54Z,-0.263007903,red,#FFFFFF
1961.100142,6.869893399,7.072,39.58982526,-73.44960755,2024-04-10T04:54:35Z,-0.202106601,red,#FFFFFF
2786.895027,6.874657863,7.034,39.58982526,-73.44960755,2024-04-10T05:24:15Z,-0.159342137,red,#FFFFFF
2119.693237,6.811608662,7.031,39.54084927,-73.39844698,2024-04-10T06:02:09Z,-0.219391338,red,#FFFFFF
2846.005345,6.770185268,7.057,39.45231805,-73.41100444,2024-04-10T07:12:01Z,-0.286814732,red,#FFFFFF
2245.66662,6.76819346,7.047,39.45231805,-73.41100444,2024-04-10T08:08:34Z,-0.27880654,red,#FFFFFF
1719.92472,6.760156685,7.102,39.45231805,-73.41100444,2024-04-10T09:01:48Z,-0.341843315,red,#FFFFFF
2792.332973,6.749644691,7.085,39.45231805,-73.41100444,2024-04-10T10:22:34Z,-0.335355309,red,#FFFFFF
